ID_Cliente,Nombre,Apellido,Email,Telefono,Fecha_Registro,Pais,Ciudad,Direccion,Codigo_Postal,Tipo_Cliente,Ultima_Compra_Fecha,Total_Gastado_EUR,Numero_Compras,Fuente_Adquisicion,Activo,Notas_Internas
CL1545,Emiliana,Mesa,emiliana.mesa@hotmail.com,+34 979297703,2023-11-14,Indonesia,Soria,Cañada Delfina Saez 11 Puerta 5 ,47515,Standard,2025-02-03,611.55,45,Anuncio Online,True,Nostrum iusto at officiis.
CL1546,Bonifacio,Montes,bonifacio.montes@yahoo.com,+34 880 06 34 87,2022-08-30,Venezuela,Barcelona,Paseo Reina Caro 3,08556,Premium,,0,0,Web,False,Deleniti voluptates error ab ipsam.
CL1547,Cornelio,Dalmau,cornelio.dalmau@yahoo.com,+34 821681292,2022-09-16,Andorra,Zaragoza,Urbanización de Mar Manjón 8 Apt. 24 ,14078,Premium,2023-10-02,1307.83,35,Anuncio Online,False,
CL1548,Angelino,Sevilla,angelino.sevilla@gmail.com,+34688 67 27 85,2022-08-14,Timor-Leste,Murcia,Callejón Iván Osorio 7 Apt. 04 ,20567,Standard,2024-11-09,2600.54,12,Anuncio Online,False,
CL1549,Salud,Llabrés,salud.llabrés@yahoo.com,+34920 92 03 32,2023-01-16,Papua Nueva Guinea,Castellón,Calle Olivia Andrade 954 Piso 9 ,26524,Basic,2023-09-29,2255.97,28,Web,True,
CL1550,Rufino,Lasa,rufino.lasa@hotmail.com,+34972036603,2022-05-09,China,Cáceres,Calle Vera Alvarado 7,27687,Standard,2023-02-16,198.42,50,Redes Sociales,False,
CL1551,Marcelo,Granados,marcelo.granados@yahoo.com,+34 821 355 894,2022-09-16,República de Macedonia del Norte,Teruel,Camino Marita Pujadas 98 Piso 1 ,44873,Standard,2024-08-17,4620.43,48,Evento,True,
CL1552,Maristela,Gallo,maristela.gallo@hotmail.com,+34901171382,2024-12-29,Guyana,Ourense,Via Berto Viana 71 Puerta 6 ,29574,Premium,2025-03-29,2059.79,24,Redes Sociales,True,
CL1553,Fortunata,Solera,fortunata.solera@gmail.com,+34803 87 64 41,2022-12-26,Andorra,Baleares,Cañada de Gustavo Cal 24 Piso 6 ,16725,Standard,2025-02-22,1162.36,29,Evento,False,
CL1554,Bienvenida,Abellán,bienvenida.abellán@yahoo.com,+34 880 291 990,2025-03-25,Austria,Badajoz,Glorieta de Francisca Cantón 707,10701,Basic,2025-03-30,4725.0,25,Referido,False,
CL1555,Magdalena,Landa,magdalena.landa@yahoo.com,+34 980 788 792,2022-05-15,Antigua y Barbuda,Badajoz,Calle Paco Larrañaga 59,43497,Basic,2023-08-31,824.99,45,Web,True,
CL1556,Marta,Herrera,marta.herrera@yahoo.com,+34974 20 46 96,2022-11-17,Bolivia,Pontevedra,Plaza Sigfrido Milla 6 Piso 9 ,21992,Premium,2023-05-08,1615.15,2,Anuncio Online,True,Maxime consequuntur eveniet voluptates commodi nam.
CL1557,Alejandra,Céspedes,alejandra.céspedes@gmail.com,+34885 918 728,2023-08-24,Benin,Pontevedra,Camino de Roxana Baró 71 Puerta 0 ,44527,Basic,,0,0,Referido,True,Minima sunt ipsum.
CL1558,Íngrid,Roig,íngrid.roig@hotmail.com,+34888136478,2023-11-01,Angola,Segovia,Calle de Adelia Boix 42 Puerta 1 ,51270,Standard,2024-02-10,1679.42,29,Evento,True,
CL1559,Cristóbal,Luján,cristóbal.luján@yahoo.com,+34978 24 33 38,2022-07-12,Bolivia,Álava,Rambla Eustaquio Huertas 80 Puerta 5 ,36021,Basic,2023-03-15,4255.06,8,Referido,False,
CL1560,Bruno,Cózar,bruno.cózar@yahoo.com,+34 884 68 20 45,2022-10-18,Uganda,Asturias,Calle Eugenia Lloret 58,32133,Standard,2024-12-12,4296.93,40,Referido,True,
CL1561,Valeria,Godoy,valeria.godoy@yahoo.com,+34 827 136 491,2022-11-04,Suecia,Cádiz,Acceso Godofredo Mancebo 15,36589,Standard,2025-02-25,463.1,45,Redes Sociales,False,Modi architecto eum.
CL1562,Candelas,Plana,candelas.plana@yahoo.com,+34825 75 75 55,2025-03-21,Panamá,Las Palmas,Alameda de Desiderio Lucas 834,27765,Standard,,0,0,Web,False,
CL1563,Gala,Diéguez,gala.diéguez@hotmail.com,+34864 52 57 40,2022-08-28,Somalia,Segovia,Vial de Ileana Álvarez 177 Puerta 3 ,07632,Basic,2024-05-15,62.26,32,Web,True,
CL1564,Candelaria,Piquer,candelaria.piquer@yahoo.com,+34846 93 68 87,2023-12-22,Bhután,Barcelona,Avenida de Julián Medina 97,32649,Basic,2025-02-02,2104.78,46,Anuncio Online,False,
CL1565,Atilio,Marin,atilio.marin@yahoo.com,+34879 322 359,2023-08-05,Zimbabwe,Madrid,Cañada Mohamed Escamilla 8,39027,Basic,2024-03-11,4701.72,18,Evento,False,
CL1566,Soraya,Quiroga,soraya.quiroga@gmail.com,+34 874358197,2024-02-25,Comoras,Baleares,Camino de Salvador Cuesta 26,41241,Premium,2025-01-01,3909.56,22,Referido,False,
CL1567,Lupita,Ocaña,lupita.ocaña@gmail.com,+34 984 114 285,2023-10-19,Burundi,Santa Cruz de Tenerife,Via de Asdrubal Téllez 813 Piso 1 ,48290,Standard,2024-03-11,2455.52,30,Evento,False,
CL1568,Agustina,Barón,agustina.barón@hotmail.com,+34 987 056 068,2023-03-03,Chile,Cáceres,C. Máxima Blanes 34 Puerta 6 ,33735,Basic,2024-03-05,4388.81,4,Redes Sociales,True,
CL1569,Seve,Busquets,seve.busquets@yahoo.com,+34825816531,2024-04-25,República Democrática del Congo,Navarra,Pasadizo de Jose Manuel Sancho 60 Piso 2 ,37591,Basic,2025-01-17,1386.52,2,Web,False,
CL1570,Lalo,Rincón,lalo.rincón@hotmail.com,+34828836851,2022-10-29,Timor-Leste,Zamora,Avenida de Calista Tejedor 49,29648,Standard,,0,0,Referido,True,
CL1571,Celia,Olivera,celia.olivera@hotmail.com,+34 855526526,2023-04-21,Kiribati,Burgos,Calle de Edelmiro Marin 445,28718,Basic,2025-02-07,3234.65,27,Redes Sociales,True,
CL1572,Clotilde,Arnal,clotilde.arnal@yahoo.com,+34748104778,2024-04-13,Azerbaiyán,Badajoz,Cañada Amador Puente 569 Piso 0 ,01287,Standard,2024-12-23,4643.18,19,Web,True,
CL1573,Francisco,Pont,francisco.pont@yahoo.com,+34988 078 631,2023-12-31,Turkmenistán,Tarragona,Cuesta Pelayo Flores 47 Apt. 00 ,51504,Standard,2024-01-21,3220.54,44,Evento,True,
CL1574,Dafne,Peñas,dafne.peñas@yahoo.com,+34 900332542,2023-03-03,Federación de Rusia,Segovia,Pasaje Olga Duque 76,40857,Standard,2023-09-05,2890.88,20,Redes Sociales,True,Ullam aperiam sit.
CL1575,Hernando,Conde,hernando.conde@hotmail.com,+34825 250 880,2025-01-08,Tonga,Burgos,Calle de Azucena Armengol 959,16923,Basic,2025-02-05,3063.71,42,Redes Sociales,True,
CL1576,Maristela,Saez,maristela.saez@yahoo.com,+34822 24 11 40,2022-07-07,Jamaica,Granada,Cañada de Galo Campoy 9 Puerta 8 ,47718,Basic,2023-06-20,1695.89,8,Redes Sociales,True,Quod accusamus asperiores.
CL1577,Sonia,Blanch,sonia.blanch@hotmail.com,+34725 226 301,2024-12-15,Libia,Toledo,Calle de Fabio Roldán 61 Piso 6 ,01481,Standard,2025-03-24,4079.95,37,Anuncio Online,True,
CL1578,María Del Carmen,Huerta,maría.huerta@yahoo.com,+34 823 33 08 04,2023-10-12,Haití,Madrid,Via de Griselda Benítez 4 Apt. 11 ,36922,Premium,,0,0,Web,True,
CL1579,Jacobo,Espada,jacobo.espada@gmail.com,+34749 577 420,2024-05-14,Reino Unido de Gran Bretaña e Irlanda del Norte,Teruel,Ronda de Dan Piquer 3,20247,Basic,2024-10-27,3410.1,42,Redes Sociales,False,
CL1580,Marcelo,Santamaría,marcelo.santamaría@gmail.com,+34855768032,2022-10-17,Letonia,Soria,Cañada Encarnación Prat 123 Apt. 84 ,10535,Standard,2023-10-28,4958.0,37,Redes Sociales,False,
CL1581,Jose Manuel,Bueno,jose.bueno@gmail.com,+34 976521520,2024-04-17,República de Macedonia del Norte,Zaragoza,Plaza de Rufina Estrada 56,18115,Premium,2024-09-11,3045.37,16,Evento,False,
CL1582,Lorenzo,Jover,lorenzo.jover@hotmail.com,+34800 37 55 39,2023-02-10,Bélgica,Teruel,Cañada de Pacífica Rovira 62,46038,Premium,2023-10-30,3252.8,2,Anuncio Online,False,
CL1583,Zaira,Barreda,zaira.barreda@gmail.com,+34 821 445 435,2025-03-02,Nauru,Cáceres,Alameda de Américo Sedano 39,11887,Standard,2025-03-06,384.15,38,Anuncio Online,True,Ab odit sequi inventore illo.
CL1584,Máxima,Montserrat,máxima.montserrat@gmail.com,+34942 836 695,2024-09-05,Azerbaiyán,Palencia,Plaza Sebastian Segura 98 Apt. 67 ,43123,Basic,2024-11-25,2603.82,14,Referido,True,
CL1585,Régulo,Casanovas,régulo.casanovas@hotmail.com,+34 825251487,2024-08-08,República Centroafricana,Málaga,Acceso Néstor Rivera 55,37048,Basic,2025-01-29,1185.75,14,Web,False,
CL1586,Margarita,Segura,margarita.segura@yahoo.com,+34843 74 56 87,2022-06-09,Qatar,Navarra,C. de Abril Romeu 816,38907,Basic,2024-11-03,3694.27,6,Evento,False,
CL1587,Evangelina,Lobato,evangelina.lobato@hotmail.com,+34 845234436,2022-04-04,República Democrática Popular Lao,Las Palmas,Callejón de Edgardo Martin 1 Apt. 57 ,13943,Basic,2022-11-17,1883.52,34,Referido,True,Quibusdam voluptates dicta expedita nihil.
CL1588,Félix,Guitart,félix.guitart@hotmail.com,+34902 61 90 98,2024-11-13,Brunei Darussalam,Guadalajara,Camino Ariadna Guillén 86,10893,Standard,2025-02-21,457.43,35,Redes Sociales,False,
CL1589,José Manuel,Prats,josé.prats@hotmail.com,+34 880424216,2023-05-19,Antigua y Barbuda,Madrid,Vial Alondra Redondo 71,23258,Premium,2024-03-07,2695.3,32,Anuncio Online,False,
CL1590,Dominga,Mayol,dominga.mayol@yahoo.com,+34 974 200 029,2022-07-01,San Vicente y las Granadinas,Lugo,Camino Lupe Tur 7,35766,Standard,2023-01-28,1164.13,44,Referido,True,Ratione a nisi quibusdam.
CL1591,Luciano,Mendez,luciano.mendez@yahoo.com,+34971909268,2022-05-12,Georgia,Huesca,Plaza de Laura Cortina 537 Apt. 52 ,12846,Basic,2023-11-09,2415.49,42,Evento,True,
CL1592,Micaela,Barranco,micaela.barranco@gmail.com,+34 947 630 751,2023-04-01,Camboya,Málaga,Urbanización de Pánfilo Hernandez 67 Apt. 52 ,07577,Standard,2023-10-22,1954.19,50,Anuncio Online,True,
CL1593,Francisco Jose,Moliner,francisco.moliner@gmail.com,+34803 957 356,2022-08-24,Malasia,Navarra,Cañada Magdalena Pineda 99 Piso 7 ,40595,Basic,2024-02-13,1706.54,14,Referido,True,Eum ipsam voluptatum eos aliquid in deserunt recusandae.
CL1594,Rosario,Barroso,rosario.barroso@yahoo.com,+34988276734,2024-03-04,Maldivas,Huesca,Pasadizo Margarita Roig 961 Puerta 2 ,05327,Basic,2024-08-29,4453.56,5,Evento,False,
CL1595,Felipe,Barbero,felipe.barbero@gmail.com,+34687288827,2023-03-23,Barbados,Álava,Alameda Juan Pablo Bautista 355,33385,Premium,2023-11-20,4033.83,37,Redes Sociales,True,
CL1596,Gabriel,Bauzà,gabriel.bauzà@hotmail.com,+34800 98 55 60,2025-01-10,Samoa,Castellón,Calle Venceslás Lasa 72,11237,Premium,2025-01-17,3829.24,25,Anuncio Online,False,Optio aperiam qui possimus minima voluptatem repudiandae placeat.
CL1597,Américo,Alsina,américo.alsina@yahoo.com,+34882 117 033,2024-05-26,Costa Rica,Granada,Urbanización de Eligia Villaverde 63,22437,Basic,2024-06-25,4862.5,8,Referido,True,Impedit eum est assumenda aperiam blanditiis sapiente omnis.
CL1598,Bartolomé,Barceló,bartolomé.barceló@hotmail.com,+34975 184 798,2022-06-09,República Centroafricana,Guipúzcoa,Avenida Juan Carlos Armas 34 Apt. 11 ,34032,Standard,2024-10-13,72.25,43,Referido,True,Ad laboriosam exercitationem quibusdam.
CL1599,Leire,Codina,leire.codina@yahoo.com,+34 928834263,2025-02-25,Belarús,Badajoz,Vial Andrea Mata 20 Apt. 20 ,04152,Standard,2025-03-02,3.51,16,Evento,False,
CL1600,Paula,Barreda,paula.barreda@hotmail.com,+34 862036842,2024-09-12,Kazajstán,Palencia,Glorieta Guiomar Nevado 85,33335,Standard,2024-11-15,3507.23,28,Web,True,
CL1601,Prudencio,Benitez,prudencio.benitez@yahoo.com,+34 972 53 02 96,2023-10-09,Costa Rica,Segovia,Pasaje Clemente Roselló 68,35270,Standard,2024-02-05,1798.37,33,Evento,False,
CL1602,Paola,Buendía,paola.buendía@hotmail.com,+34902 16 85 73,2024-07-04,Benin,Málaga,Alameda de Pacífica Tovar 99,31942,Standard,2024-10-03,2716.15,14,Redes Sociales,True,
CL1603,Augusto,Tello,augusto.tello@hotmail.com,+34961 132 140,2024-06-07,Ecuador,Valladolid,Pasaje de Reynaldo Lumbreras 6 Piso 3 ,01017,Premium,2025-03-29,3138.6,40,Web,True,
CL1604,Carla,Valbuena,carla.valbuena@yahoo.com,+34 986976063,2024-06-17,Bolivia,La Rioja,Rambla de Pascual Amo 48 Piso 0 ,14061,Premium,2024-07-09,2519.28,46,Web,False,Fugiat distinctio vero similique.
CL1605,Petrona,Álvaro,petrona.álvaro@hotmail.com,+34 836362942,2022-07-22,Chile,Las Palmas,Urbanización Maximiano Rodríguez 5 Apt. 37 ,12376,Standard,2024-11-01,1328.35,6,Web,False,Cum a libero saepe blanditiis ducimus corporis.
CL1606,Aroa,Ayllón,aroa.ayllón@yahoo.com,+34878 45 54 82,2022-11-27,Guinea Bissau,Zamora,Pasadizo Manu Madrid 26 Piso 3 ,34514,Standard,2023-03-24,405.29,45,Web,False,Accusamus ut quis sequi amet numquam veritatis.
CL1607,Reina,Valcárcel,reina.valcárcel@yahoo.com,+34748813317,2024-06-11,Líbano,Las Palmas,Urbanización Emilio Posada 3,01369,Premium,2025-02-14,1879.42,6,Evento,True,
CL1608,Eleuterio,Chamorro,eleuterio.chamorro@gmail.com,+34 847825581,2022-09-25,Liechtenstein,Albacete,Cañada Luis Ángel Ureña 60,41678,Premium,2024-09-21,4862.91,35,Referido,False,Maiores incidunt quaerat ea similique aliquid.
CL1609,Luis Miguel,Franco,luis.franco@gmail.com,+34 855 708 570,2023-10-05,Costa Rica,Baleares,Cuesta Miriam Sanabria 80 Piso 5 ,42896,Premium,2025-03-25,4440.74,46,Anuncio Online,False,
CL1610,Ruben,Redondo,ruben.redondo@yahoo.com,+34 871135784,2023-08-21,Sudán,Burgos,Pasadizo de Encarnita Fabra 6,49150,Standard,2025-03-01,4069.48,12,Referido,True,
CL1611,Teo,Barral,teo.barral@gmail.com,+34983 117 938,2024-05-16,Marruecos,Guipúzcoa,Via Primitivo Tena 732 Puerta 6 ,51657,Basic,2024-10-09,4778.78,2,Referido,False,
CL1612,Fanny,Exposito,fanny.exposito@hotmail.com,+34807382528,2023-05-11,El Salvador,Zamora,Acceso Luna Haro 60 Puerta 4 ,18281,Standard,2024-09-09,1983.27,11,Evento,True,
CL1613,Cristian,Bejarano,cristian.bejarano@yahoo.com,+34 703140437,2023-11-27,Somalia,Segovia,Calle Juan Francisco Benet 47 Apt. 41 ,37521,Premium,2024-04-04,3056.32,42,Redes Sociales,False,
CL1614,Mireia,Bello,mireia.bello@gmail.com,+34807 30 70 75,2024-08-08,Venezuela,Palencia,Urbanización de Martirio Bas 17,08249,Basic,2025-02-20,3136.44,25,Evento,True,
CL1615,Roberta,Sáez,roberta.sáez@gmail.com,+34 973 730 554,2022-11-24,República Centroafricana,Navarra,Avenida Purificación Tamayo 62 Puerta 9 ,37839,Premium,2024-10-09,3635.49,6,Evento,True,Necessitatibus exercitationem exercitationem.
CL1616,Matías,Cadenas,matías.cadenas@yahoo.com,+34 980 10 84 67,2024-05-27,Chipre,Girona,Urbanización Martina Gelabert 4,02931,Premium,2024-08-19,493.66,18,Redes Sociales,True,Autem voluptatum alias provident inventore inventore enim.
CL1617,Luis Miguel,Coello,luis.coello@gmail.com,+34925095387,2024-08-06,Sri Lanka,La Rioja,Calle Encarna Frías 37,09795,Standard,2024-10-27,4482.73,6,Evento,False,
CL1618,Nicodemo,Espada,nicodemo.espada@yahoo.com,+34 822045468,2024-02-03,Panamá,Palencia,Rambla de Rufino Carreño 479,23044,Standard,2025-01-19,2040.09,28,Redes Sociales,True,Fuga molestias consectetur dolorem necessitatibus dolores doloremque.
CL1619,Octavia,Salcedo,octavia.salcedo@yahoo.com,+34 825 55 88 76,2024-04-26,Azerbaiyán,Córdoba,Pasaje Francisco Marín 12,50612,Premium,2024-07-17,2580.33,50,Anuncio Online,False,
CL1620,Tito,Bello,tito.bello@yahoo.com,+34949 42 88 80,2022-04-14,Granada,Girona,Cuesta Adrián Clemente 59,05441,Basic,2024-08-29,356.41,3,Referido,False,
CL1621,Perlita,Márquez,perlita.márquez@gmail.com,+34 886 92 75 77,2022-06-10,Lesotho,Navarra,Cañada Martín Viñas 39,47598,Premium,2024-04-01,655.6,45,Evento,False,
CL1622,Eva María,Gonzalo,eva.gonzalo@yahoo.com,+34 984 472 447,2024-06-17,Portugal,Zamora,Ronda de Kike Donoso 50,03448,Premium,2024-12-02,865.32,8,Web,False,Similique deleniti ipsum minima esse maxime ex.
CL1623,Dalila,Ros,dalila.ros@hotmail.com,+34977881055,2024-03-09,Nauru,Vizcaya,Calle de Alex Prats 64,41793,Basic,,0,0,Redes Sociales,False,
CL1624,Nicanor,Calvet,nicanor.calvet@yahoo.com,+34 953 88 53 89,2022-04-05,República Centroafricana,Sevilla,Via Edmundo Arenas 336 Piso 9 ,04157,Standard,2024-12-11,1206.01,42,Web,False,
CL1625,Benigna,Lopez,benigna.lopez@yahoo.com,+34617 59 01 32,2025-01-20,Japón,Murcia,Avenida Fabián Angulo 25,25976,Standard,2025-03-07,2149.57,24,Anuncio Online,False,
CL1626,Fabio,Ramos,fabio.ramos@yahoo.com,+34827 21 05 56,2023-11-27,República Federal Democrática de Nepal,Baleares,Pasadizo de Haydée Alcolea 93,14709,Standard,2024-02-07,1270.81,6,Evento,False,
CL1627,José,Morera,josé.morera@hotmail.com,+34888 700 912,2024-10-05,Seychelles,Palencia,Cuesta de Vanesa Vallés 56,27702,Premium,2024-12-10,1955.69,34,Evento,False,
CL1628,Horacio,Santamaría,horacio.santamaría@yahoo.com,+34 824448168,2022-04-07,Bangladesh,Lleida,Via de Gaspar Leal 29,10809,Premium,2022-06-11,4647.06,47,Referido,False,
CL1629,Dani,García,dani.garcía@gmail.com,+34 985 667 891,2023-10-24,República de Macedonia del Norte,Girona,Acceso Pablo Revilla 18,26565,Basic,2024-01-27,4426.34,20,Evento,True,
CL1630,Benjamín,Aznar,benjamín.aznar@gmail.com,+34876289435,2023-10-20,Vietman,Cádiz,Vial de Cayetana Ortuño 5,27536,Basic,2024-08-18,194.99,40,Anuncio Online,False,
CL1631,María Dolores,Andres,maría.andres@gmail.com,+34 842 468 364,2023-06-16,Rumania,Baleares,Paseo de Jesús Villalobos 86 Piso 7 ,04680,Premium,2024-11-27,1252.51,38,Referido,True,
CL1632,Marta,Corominas,marta.corominas@hotmail.com,+34 822 33 16 96,2024-07-19,Guinea Ecuatorial,Cáceres,Camino de Jose Quesada 9 Puerta 8 ,44313,Basic,2024-09-20,4723.58,26,Anuncio Online,True,
CL1633,Laura,Salinas,laura.salinas@hotmail.com,+34726 759 590,2024-05-20,Liechtenstein,Pontevedra,Glorieta Celso Zamora 75 Piso 5 ,43374,Standard,2025-02-01,779.91,18,Referido,True,Dignissimos corrupti nesciunt tempora aperiam nostrum.
CL1634,Emperatriz,Cisneros,emperatriz.cisneros@yahoo.com,+34 976 60 04 82,2023-07-24,Serbia,La Coruña,Camino Carmela Sainz 44 Apt. 51 ,03407,Basic,2023-09-15,3935.1,34,Referido,True,
CL1635,Valero,Ureña,valero.ureña@yahoo.com,+34882 536 381,2023-04-04,Gambia,Murcia,Plaza de Renato Escrivá 6 Piso 7 ,21057,Basic,2024-04-01,4826.51,46,Evento,True,
CL1636,Felisa,Montero,felisa.montero@hotmail.com,+34 812355291,2022-04-20,Benin,Melilla,Calle de Clementina Milla 9 Piso 9 ,23660,Premium,2023-04-21,3756.15,38,Redes Sociales,True,
CL1637,Lucila,Mesa,lucila.mesa@yahoo.com,+34943025678,2024-02-19,Afganistán,Jaén,Via Noelia Barranco 97,51122,Basic,2024-04-14,4658.75,32,Evento,False,
CL1638,Bartolomé,Cervera,bartolomé.cervera@yahoo.com,+34 884 42 96 37,2025-01-19,Croacia,Alicante,Camino de Plinio Torrens 458,41948,Standard,2025-03-30,300.06,4,Referido,False,
CL1639,Teobaldo,Cámara,teobaldo.cámara@gmail.com,+34 921 65 68 00,2023-05-26,Suecia,Albacete,Camino Ani Morell 52 Apt. 28 ,04080,Standard,2023-06-23,3231.1,32,Redes Sociales,True,Omnis corrupti dolore eaque.
CL1640,Chema,Ariza,chema.ariza@gmail.com,+34980 31 88 60,2022-11-18,Montenegro,Granada,Paseo de Nélida Almazán 579 Piso 2 ,36879,Standard,2022-11-18,3220.2,20,Web,True,
CL1641,Goyo,Fabra,goyo.fabra@gmail.com,+34 922 600 399,2022-08-30,Ecuador,Guipúzcoa,Pasaje de Emperatriz Arnaiz 668,16584,Basic,2023-04-15,676.4,43,Referido,True,
CL1642,Teodora,Fuster,teodora.fuster@gmail.com,+34 947186087,2024-11-02,Sudáfrica,Girona,Via Valerio Herranz 41 Piso 2 ,35525,Premium,2025-03-21,3554.57,0,Referido,True,Blanditiis consectetur facere.
CL1643,Trini,Jordá,trini.jordá@gmail.com,+34 874 26 60 55,2023-08-26,Vanuatu,Burgos,Calle Ágata Escamilla 17,51199,Basic,2023-10-24,2362.95,35,Web,True,Non iure in aliquam aliquam sequi.
CL1644,Ale,Garay,ale.garay@hotmail.com,+34975 04 54 59,2023-12-07,Uganda,Ourense,Camino Tomasa Vazquez 60 Apt. 76 ,21603,Standard,2024-02-10,1866.71,27,Referido,True,Repudiandae quas nesciunt delectus delectus qui magnam.
CL1645,Pepito,Andres,pepito.andres@yahoo.com,+34825 464 975,2022-07-26,Singapur,Huesca,Ronda de Edelmiro Córdoba 46 Piso 2 ,29355,Basic,2023-11-12,4131.22,13,Referido,True,
CL1646,Horacio,Araujo,horacio.araujo@gmail.com,+34 878153267,2024-10-24,Omán,Albacete,Callejón Sandalio Piñeiro 24,44752,Standard,2024-11-27,4216.16,30,Referido,False,
CL1647,Reina,Baró,reina.baró@gmail.com,+34 882 943 444,2022-11-06,Mauricio,Toledo,Ronda de Eugenio Franch 97,19947,Standard,2025-02-20,3716.38,17,Redes Sociales,False,Minus facere optio.
CL1648,Maximiliano,Valenciano,maximiliano.valenciano@hotmail.com,+34971 10 27 22,2024-01-07,Pakistán,Álava,Plaza de Alberto Giménez 25,38895,Premium,2025-01-24,3982.6,16,Anuncio Online,False,
CL1649,Marcia,Calderon,marcia.calderon@gmail.com,+34 841467722,2022-08-16,Rumania,Ávila,Avenida de Itziar Milla 8,17815,Basic,2025-02-07,2935.47,29,Web,True,
CL1650,Emma,Vilanova,emma.vilanova@hotmail.com,+34941 65 66 07,2023-09-02,Japón,León,C. de Lalo Dávila 5 Apt. 12 ,47979,Premium,2024-11-07,3219.57,48,Redes Sociales,False,
CL1651,Saturnino,Vidal,saturnino.vidal@hotmail.com,+34806 22 73 71,2022-08-09,Papua Nueva Guinea,Toledo,Calle Narcisa Arroyo 362 Piso 5 ,46889,Basic,2023-09-03,4000.8,36,Evento,True,
CL1652,Rocío,Acero,rocío.acero@yahoo.com,+34 842 250 756,2023-07-25,Bosnia y Herzegovina,Barcelona,Vial Pascual Vázquez 6,41977,Basic,2024-06-23,4576.82,9,Web,True,
CL1653,Cristóbal,Chico,cristóbal.chico@yahoo.com,+34920 87 19 64,2023-01-19,Hungría,Melilla,Via Ciriaco Paz 36,08985,Standard,2024-04-30,4692.52,24,Evento,True,
CL1654,Nicolás,Duran,nicolás.duran@hotmail.com,+34941 97 77 09,2023-01-08,Israel,Lugo,Pasadizo de Judith Diez 112 Piso 8 ,17200,Premium,2024-01-11,1239.12,38,Redes Sociales,False,
CL1655,Fito,Flor,fito.flor@hotmail.com,+34 911743671,2025-02-02,Guinea Ecuatorial,Murcia,C. Pelayo Arenas 49 Puerta 8 ,49226,Premium,2025-02-13,1612.84,12,Evento,False,
CL1656,Diana,Enríquez,diana.enríquez@yahoo.com,+34882274135,2023-06-10,Bahamas,Tarragona,Pasaje de Tito Plana 54,38673,Premium,2024-10-21,1461.1,40,Evento,True,
CL1657,Fanny,Palacios,fanny.palacios@gmail.com,+34 977 13 62 46,2023-05-08,Somalia,Palencia,Camino de Elías Villalobos 20,24680,Premium,2024-05-31,4283.38,19,Redes Sociales,False,
CL1658,Lupe,Barranco,lupe.barranco@yahoo.com,+34 865 706 502,2024-01-03,Malawi,Madrid,Ronda de Jose Antonio Portillo 18,15329,Premium,2024-03-09,1565.49,20,Redes Sociales,True,
CL1659,Nazario,Abella,nazario.abella@yahoo.com,+34976 62 60 51,2025-03-25,Indonesia,Cantabria,Urbanización de Wilfredo Villa 25 Piso 3 ,42879,Basic,2025-03-26,2347.13,28,Evento,False,Voluptas est adipisci unde cum numquam suscipit.
CL1660,Conrado,Llorente,conrado.llorente@gmail.com,+34921 999 319,2022-09-08,Namibia,Lleida,Pasadizo Lino Espada 82 Apt. 50 ,06552,Premium,2024-11-15,3712.32,47,Evento,True,
CL1661,Donato,Sacristán,donato.sacristán@yahoo.com,+34881 02 01 31,2022-10-16,Letonia,Almería,Cuesta de Piedad Cuesta 44,01805,Basic,2023-10-17,825.19,35,Anuncio Online,False,
CL1662,Mohamed,Clemente,mohamed.clemente@gmail.com,+34924263500,2023-12-28,Irán,Palencia,Via de Jose Manuel Castellanos 12,22182,Basic,2024-06-09,531.67,0,Web,False,
CL1663,Alma,Camps,alma.camps@yahoo.com,+34 825 805 832,2022-11-25,Alemania,León,Via Soledad Valderrama 6 Piso 1 ,01719,Basic,2023-02-26,2287.97,38,Evento,False,
CL1664,Vicenta,Peña,vicenta.peña@hotmail.com,+34883 336 928,2022-08-06,Arabia Saudita,Murcia,Vial Florentina Sanabria 79,31111,Basic,2024-08-28,3304.88,17,Evento,False,Distinctio illum expedita blanditiis mollitia modi.
CL1665,Anastasia,Canet,anastasia.canet@gmail.com,+34 846 083 317,2022-11-19,El Salvador,Alicante,Urbanización de Candelas Villanueva 9,32566,Basic,2023-12-20,1546.67,5,Redes Sociales,False,
CL1666,David,Álvaro,david.álvaro@yahoo.com,+34 878 08 57 50,2023-01-04,Sri Lanka,Valladolid,Cañada de Rodrigo Ramirez 62 Puerta 8 ,32914,Standard,2024-07-19,2473.84,16,Web,False,
CL1667,Lope,Asenjo,lope.asenjo@gmail.com,+34876436645,2024-02-23,Qatar,Badajoz,Ronda Jessica Aguado 86,11147,Standard,2024-11-05,2037.31,34,Referido,True,
CL1668,Fidela,Goicoechea,fidela.goicoechea@gmail.com,+34949 473 972,2024-12-27,Sudán,Las Palmas,Acceso de Salomón Ibarra 40 Piso 5 ,31732,Standard,2025-03-25,600.15,44,Web,False,
CL1669,Eliana,Manzano,eliana.manzano@gmail.com,+34 875 326 611,2022-07-23,Congo,Valencia,Plaza de Javiera Agullo 1,04847,Standard,2022-12-21,4678.23,24,Referido,False,
CL1670,Gregorio,Riquelme,gregorio.riquelme@gmail.com,+34 874 804 599,2024-12-17,Indonesia,Teruel,Calle Carina Acuña 57,35210,Basic,2025-03-24,4540.5,29,Redes Sociales,True,
